名称,地址,城市,电话
极速网吧,康居家园3号楼西数5室,伊春,0458-2664999
聚人网咖,花园街31号,伊春,
摩咖网事,通江路嘉荫商务酒店南侧约100米,伊春,
白熊电竞网咖,伊春市铁力市五一街公路客运总站东南侧约30米,伊春,13359664443
星河舰队网吧,伊春市金林区西林路南苑小区C座,伊春,15765528885
春天网吧(黑龙江省伊春市铁力市步行街店),文化街94-96号,伊春,0458-6185577
超级星座游戏体验中心(伊青商厦店),通河路伊青商厦6楼,伊春,13354538994/18004587078
畅想大玩家电玩城(卓悦万象城店),通河路51号卓悦万象城F1层,伊春,
玩家国度电竞馆(傲体中心店),伊春市伊美区青山西大街傲体中心,伊春,
电玩城,正阳大街龙悦新城西南侧约30米,伊春,
自由国度电竞网吧,新村河东街和合国际城-四期,仙桃,13367200970
积木熊电竞别墅酒店,仙桃市黄金大道88号,仙桃,
抓马ps5·switch游戏电玩社(环球中心店),龙华山街道钱沟路环球中心广场1-6,仙桃,15027320987
灼二月电竞酒店,仙桃市纺织大道金港湾2楼,仙桃,
甲壳虫网吧(复州大道店),复州大道403-8号交通路（中国银行对面）,仙桃,13035356690
古月电竞网咖,仙桃市江汉路毛嘴车站东南侧约110米,仙桃,15908618883
极地网咖(新街店),黄金大道与致富路交叉口（肖氏牛肉烧烤旁）,仙桃,15871879777
锋巢网咖(新街店),沙嘴路西6巷E栋114-117号,仙桃,15001199981
桃里电竞馆,沔阳大道环球中心广场北侧A1-A12栋3-3-1至3-3-5号,仙桃,15871856868
星汇电竞,大新路建设街58号二楼(钱记烧烤音乐串吧旁),仙桃,13385223046
红树林电竞馆,干河路东侧红树湾110-112号,仙桃,15826933322
大圣电竞馆,复州大道405-5号附近,仙桃,
卓越网吧(仙桃大道),青青家园四期2-1,仙桃,13597419738
五月电竞网咖,湖北省仙桃市新城大道11号仙桃吾悦广场(新城大道店)沔阳里商业步行街F2,仙桃,
流星缘电竞生活馆,仙桃市沔阳大道65号新华书店2楼,仙桃,18672887788
椰子电竞,湖北省仙桃市龙华山街道仙盟卫生防护用品有限公司北109米,仙桃,
芬芬电竞馆,湖北省仙桃市沔阳大道(近公园世家),仙桃,13297205832
桔子电竞,仙桃市沔街仙桃南国明珠小区,仙桃,15346662055
思凡电竞生活馆,湖北省仙桃市复州大道183号,仙桃,13367209910
星发展网吧(第八分店),汪洲河路13-3号,仙桃,19907225696
零零后电竞,湖北省仙桃市沙嘴街道汉江社区黄金大道33号忆美国际公馆D栋1单元2层203商铺室,仙桃,
美好时光网咖(何李路店),何李路60A-1号附近,仙桃,
东风电竞,湖北省仙桃市沙嘴街道华迪国际新城华府,仙桃,
八号电竞馆,湖北省仙桃市复州大道309号富迪三友生活广场2楼,仙桃,15607228887
卡拉赞电竞,仙桃市复州大道建材小区(复州大道)东北侧约50米,仙桃,15027275988
雅馨网络文化会所(金诚店),钱沟路与黄金大道交叉口西南150米,仙桃,15346666205
相约网络会所(高轻道店),汉江路127-54号(兰馨酒店对面),仙桃,
德玛西亚网络会所(英伦店),干河路英伦名邸,仙桃,
蓝速网络沙龙,桃源大道27号2楼,仙桃,13396016382
遇见网咖(何李路店),湖北省仙桃市黄金大道96号,仙桃,
平底锅电竞酒店(仙桃三伏潭人民广场店),仙桃市三伏潭镇渔网路168号(近人民广场),仙桃,
外星人网咖(汉江路店),湖北省仙桃市汉江路18-13,仙桃,
真快活Coohoo Max(武商仙桃店),钱沟路59号武商仙桃购物中心七楼,仙桃,13117251758
惺悦网咖,建投东方名府·源著西门南100米,亳州,17756759577
宜博电竞馆(建安文化广场店),药都路建安文化广场5号楼3层316铺,亳州,18056790035
极品体验网吧,建安路557号,亳州,13966899668
天都网络休闲会所(芡河路店),西城路62号,亳州,15385281822
相遇网咖电竞馆(绿城玫瑰园店),安徽省亳州市谯城区经济技术开发区牡丹路绿城玫瑰园金街46号楼122号商铺,亳州,19335278866
小虎牙电竞馆(国购名城店),希夷大道汇金广场A座3楼,亳州,0558-5678122
相遇网咖电竞馆(世纪城店),亳州市经济开发区汤王大道建投世纪城2号楼105-106商铺,亳州,19335288866
相遇网咖电竞馆(国购名城店),紫苑路国购名城北侧综合楼B楼111、112铺,亳州,19335298866
澜鲸电竞台球棋牌club,老县委乐行步行街二楼202-215苏果后面,亳州,19965956160
小虎牙电竞馆(海港城店),桐乡路亳州海港城2号门三楼,亳州,0558-8888188
小虎牙电竞馆(海港城店),桐乡路亳州海港城2号门三楼,亳州,0558-8888188
卓威电竞馆(魏武广场店),魏武大道与文帝街交汇处西南角102-1号,亳州,
聚点电竞馆(万达店),高新万达金街北街6号门对面二楼,亳州,15256396337
MR摩尔电竞(桐乡路店),桐乡路上善名郡S5栋三楼,亳州,
丘比特网咖(古泉路店),汤陵街道古泉路与新华北路交叉口(药都大剧院对面),亳州,15956788833
斗牛电竞(文帝街店),杏坛家园北门东190米,亳州,
飞鸟电竞,亳州市谯城区桐花路华府·翡翠庄园,亳州,16655986298
浪渔电竞,鼎吉万和府汉庭酒店后门万和美食城,亳州,13309676051
力文电竞馆(魏武广场店),君亭华丰酒店旁2楼,亳州,
三人行电竞馆(华富广场店),南湖华富广场1D-125号,亳州,19556069050
网喵电竞(魏武广场店),安徽省亳州市谯城区光明路路南9号,亳州,15956728088
星火电竞,亳州市谯城区华佗大道珍宝岛·雍景和府,亳州,0558-5125558
摩尔电竞(魏武店),魏武大道东侧魏武大厦301铺,亳州,19956736661
外星人网咖(万达嘉华中心店),谯城区亳州市高新区万达金街南街B5-247、B5-248,亳州,17733312089
斗牛电竞,小商品批发市场斗牛电竞,亳州,15247998818
昊天电竞,谯城区桐乡路桃花源小区西门商铺66号,亳州,15056798488
希夷网吧,魏武大道乐派网咖旁,亳州,13966872878
友嘉电竞,亳州市谯城区建安北路与香附路交叉路口往南约240米,亳州,
昊宇电竞,亳州市谯城区桐乡路桃花源小区(桐乡路),亳州,
呆呆狗网咖·台球(紫金广场店),经济开发区希夷大道东侧杜仲路北侧紫金广场二楼216号铺,亳州,19335265576
蓝喵电竞,安徽省亳州市谯城区光明西路商住楼120铺,亳州,18133317757
城市星空电玩城(亳州方圆荟店),高新区方圆荟四楼4001号,亳州,18130762665
酷玩电竞(万达广场亳州高新店),亳州市高新区希夷大道1008号万达广场,亳州,
城小蜗无人电竞酒店(亳州大学城店),亳州市高新技术产业开发区老君大道与香蒲路交叉口东北角东方名府玖著1号楼底商,亳州,
大玩家(亳州谯城万达店),汤王大道399号万达广场2F-3,亳州,15551565765
速龙网友地带,白依路名吃一条街,亳州,13966872878
宜博宜时代电竞酒店(万达店),亳州市希夷大道万达广场B3号楼2103号,亳州,
乐客密码(万达广场亳州高新店),希夷大道与杜仲路交叉口亳州高新万达广场3F,亳州,
play1家庭娱乐中心(方圆荟购物中心亳州店),安徽省亳州市谯城区养生大道与神农大道交叉口西北方圆荟购物中心F3,亳州,
云逸宝摇杆游戏机(万达影城北万达广场PRIME店),谯城区汤王大道399号谯城万达广场3楼万达影城内大厅前台旁,亳州,
合展网吧(北纬18旗舰店),省直辖县级行政区划五指山市海榆南路108号,五指山,18976512111
嬉游电竞馆,海南省五指山市三月三大道49号新百佳汇4楼,五指山,
歡迎光林电玩社,五指山市逸清路桐林商业街1期2楼C2-203,五指山,
艺珑传奇动漫厅,五指山市通什镇三月三大道三月三国际购物广场二楼F203-F220号,五指山,
酷力酷魔卡电玩城(海南店),海南省五指山市通什镇三月三大道59号,五指山,18889804735
海滨电竞,新疆维吾尔自治区五家渠市八一路57号,五家渠,13899642587/15509947727
美达网吧,新疆维吾尔自治区五家渠市梧桐镇农贸综合市场,五家渠,15999084441
焦点电竞,新疆维吾尔自治区五家渠市天山北路146号,五家渠,
狼腾休闲吧,新疆维吾尔自治区五家渠市天山南路83号,五家渠,18509942345
信点电竞,五家渠市天山北路汇嘉时代北侧约140米,五家渠,
精英电竞(登峰店),祥利明珠三区即(音乐馆右侧步行街),云浮,15107663801
登峰电竞,广东省云浮市新兴县裕华南路恒裕花园18号1层7号,云浮,15107663801
时代网吧(育华路店),华苑四巷育华幼儿园(育华路)西侧约70米,云浮,13729725888
天翔网吧(旗舰店),兴云东路248号,云浮,
幻影网吧,罗城街q道人民北路212号化102、202房,云浮,
万祥轩网咖,果园路2楼,云浮,0766-2899331
皮皮虾电竞馆(阳光广场店),柑园东路阳光广场三楼鱼约寿司楼上,云浮,19903075168
恒风网咖,都城镇柳城路41号第二层,云浮,
日月网吧(翠玉一路店),翠玉一路22-26号,云浮,
狂牛电竞(远大店),人民南路239号同富商住楼二期二第2层,云浮,0766-3833822
云逸宝摇杆游戏机(左岸国际影城云浮店),云城区东方时代广场5楼左岸影城内大厅前台旁,云浮,
城市英雄Party House(云城区新世纪广场店),环市中路新世纪广场3楼C7商铺,云浮,0766-8865665
天空之城游乐体验世界(云浮吾悦店),环市西路东侧青蛙山旁云浮云城吾悦广场Z306号商铺,云浮,
苍龙电竞,老粮站202号,九江,
网尚电竞,江西省九江市柴桑区渊明大道,九江,18970201597
青春网咖,九江市柴桑区官湖路城西港安置小区西门西北侧约80米,九江,17007900111
索罗电竞馆,庐峰东路35-15号,九江,17779215005
战旗电竞,莲湾路湖口人民广场西侧约70米,九江,
英雄联盟网咖,江西省九江市庐山市蛟塘路星子县蛟塘中学东北侧约100米,九江,18370207777
电竞网咖,九江市共青城市创业路和熙家园,九江,
U+电竞,江西省九江市都昌县都昌镇阳光国际,九江,18379249186
祖安电竞生活馆,中山路步行街58号,九江,17379578680
极星电竞馆(岗亭店),庐山西路227云海大厦F2层,九江,13755215556
星河电竞馆(十里大道店),馨怡宾馆,九江,0792-8987977
星河电竞(德化路店),德化路588号中辉世界城3栋不分单元-110,九江,19979257562
星河电竞(大中大店),浔阳路304号,九江,
星河电竞柒号,江西省九江市濂溪区陆家垅路东侧学院路北侧怡和苑一期A区怡和苑农贸市场二楼2-1号,九江,15079227777
E世纪网咖(新五中店),五里街道怡康路怡康苑21、22、23、C8号,九江,18720209337
慵懒的电竞俱乐部,广域新里城8栋不分单元112二层,九江,
杰网电竞(万达华府店),万达广场E8栋109-113店铺,九江,18124070171
E世纪电竞馆(丽景天城店),十里大道555号力丰丽景天成10栋不分单元201,九江,17770276024
星河电竞浔阳分店(星河电竞馆),十里大道552号,九江,19165045266
E世纪电竞(龙腾九瑞店),长江大道328号,九江,19170293129
振动网吧,火车站中景酒店二楼,九江,
荧光电竞(九江快乐城店),京九路9号联盛快乐城3楼,九江,19069005275
永恩电竞,九瑞大道64号佑达利花苑1栋,九江,13330039180/15979951993
九江网驿电竞(曼城店),江西省九江市濂溪区九瑞大道96号君怡美筑12层,九江,
TaTa电竞,桃园路A1009二楼西侧,九江,18720274172
汇隆网吧(前进东路店),江西省九江市濂溪区前进东路608号,九江,
红月亮网吧(京盛路),京九路与京盛路交叉口东100米,九江,
蚂蚁电竞(大中大店),浔阳东路5号天外天旁,九江,13929231230
嘟嘟电竞馆,濂溪大道181号南山雅苑A区AS5幢不分单元107室,九江,15180694111
升华电竞社,庐山西路中国工商银行(九江支行)东北侧约140米,九江,
蓝鲸电竞馆,沙河开发区悠然路公园一号一期,九江,18621118013
奇速网咖,怡美苑1栋M1栋20-21号,九江,19379238325
精英网咖(新职大店),莲花镇濂溪大道181号南山雅苑大门旁(新职大对面),九江,15270580194
铂金电竞,淘洼小区3-5号门面(东1-2号裙楼),九江,15870888826
龙腾网咖(恒盛科技园店),滨兴街道长城路121号恒盛科技园12栋A区101室,九江,18611928860
星河电竞玖店(孤溪埂路店),尊余里14号二楼,九江,13426624725/17798381111
星座电竞酒店(九龙广场店),江西省九江市浔阳区浔阳路29号,九江,19079269565
泰子网吧(五里工贸大楼店),三里街289号浔阳区三里街五里工贸大楼三楼,九江,0792-8578151
灼马电竞(中航城店),八里湖新区中航城1幢不分单元113,九江,18170422277
外星人电竞馆(IM乐盈广场店),八里湖新区八里湖东路IM乐盈广场2层(九江银行楼上),九江,19979280290
俊风电竞馆,俊怡庐山御府,九江,18979210052
天空之城动漫电玩世界(快乐城店),长江大道联盛快乐城2楼A2-036室,九江,0792-8252758
灼马电竞生活馆(柴桑总店),渊明大道以北嘉凯中央城商业楼1-19号,九江,0792-6817977/19281226157
泡77电竞馆,八里湖新区长虹西大道101号九江招商花园城5层L509-1,九江,17379200013
蚂蚁电竞网咖(柴桑店),九江市柴桑区程河路闽华兴苑,九江,13330031665
梦湖网络会所,体育中心（近体育场1号门）,九江,0792-8323458
香蕉网咖(马狮店),庐峰北路61号金帆饼店2层,九江,
9527(柴桑店),新湖中路1178号,九江,0792-8199527
蓝宝石网咖(天池路店),天池路与锦绣大道交叉口西120米,九江,13979250078
森林网络(财校店),湖滨小区54栋财经职业学院西门旁边,九江,
大玩家(九江万达店),德化东路666号万达广场2号门3楼电梯口,九江,0792-8982786
轩轩网城,濂溪大道88号,九江,
极旋风网咖,濂溪大道南山雅苑A1楼117号,九江,
网络联盟(升华店),庐山西路329号,九江,
道风电竞,九江市柴桑区永宁大道怡美苑东北侧约70米,九江,
新界电竞,前进东路666号派拉蒙文化商城1栋211-212,九江,
专业FPS电竞馆,九江市浔阳区长江大道柴桑春天北1门西南侧约70米,九江,
驭虹电竞,九江市浔阳区浔阳东路天外天商场(浔阳东路店),九江,
QMAX电影电竞酒店(九江科技中专店),江西省九江市濂溪区九莲南路,九江,
金牛座电竞酒店,九江市浔南大道九江五金城内B区2楼,九江,
香蕉网咖娱乐馆(新桥头店),九龙街06块地天翔商务大酒店2楼201室,九江,
新思路电竞网咖旗舰店(旗舰店),金顶北路中段295号附204号,乐山,
帆屿电竞(新业中心店),青衣路新业中心3F,乐山,0833-2108105
帆屿电竞·半糖店(电信广场店),嘉州大道283号,乐山,18080666789
